1
371.0000,69.0000,445.0000,69.0000,445.0000,121.0000,371.0000,121.0000
374.0000,69.0000,447.0000,69.0000,447.0000,121.0000,374.0000,121.0000
376.0000,69.0000,450.0000,69.0000,450.0000,121.0000,376.0000,121.0000
377.0000,68.0000,452.0000,68.0000,452.0000,120.0000,377.0000,120.0000
381.0000,69.0000,453.0000,69.0000,453.0000,120.0000,381.0000,120.0000
383.0000,68.0000,457.0000,68.0000,457.0000,120.0000,383.0000,120.0000
384.0000,68.0000,459.0000,68.0000,459.0000,120.0000,384.0000,120.0000
388.0000,68.0000,461.0000,68.0000,461.0000,119.0000,388.0000,119.0000
398.0000,68.0000,472.0000,68.0000,472.0000,120.0000,398.0000,120.0000
405.0000,68.0000,479.0000,68.0000,479.0000,120.0000,405.0000,120.0000
406.0000,68.0000,478.0000,68.0000,478.0000,119.0000,406.0000,119.0000
408.0000,67.0000,483.0000,67.0000,483.0000,119.0000,408.0000,119.0000
409.0000,66.0000,483.0000,66.0000,483.0000,118.0000,409.0000,118.0000
411.0000,67.0000,486.0000,67.0000,486.0000,119.0000,411.0000,119.0000
415.0000,68.0000,487.0000,68.0000,487.0000,118.0000,415.0000,118.0000
416.0000,68.0000,488.0000,68.0000,488.0000,119.0000,416.0000,119.0000
418.0000,67.0000,491.0000,67.0000,491.0000,118.0000,418.0000,118.0000
419.0000,66.0000,494.0000,66.0000,494.0000,118.0000,419.0000,118.0000
422.0000,67.0000,494.0000,67.0000,494.0000,118.0000,422.0000,118.0000
424.0000,67.0000,496.0000,67.0000,496.0000,118.0000,424.0000,118.0000
425.0000,66.0000,499.0000,66.0000,499.0000,118.0000,425.0000,118.0000
428.0000,67.0000,499.0000,67.0000,499.0000,117.0000,428.0000,117.0000
429.0000,66.0000,501.0000,66.0000,501.0000,116.0000,429.0000,116.0000
434.0000,67.0000,504.0000,67.0000,504.0000,116.0000,434.0000,116.0000
434.0000,66.0000,506.0000,66.0000,506.0000,116.0000,434.0000,116.0000
436.0000,66.0000,508.0000,66.0000,508.0000,115.0000,436.0000,115.0000
440.0000,66.0000,510.0000,66.0000,510.0000,115.0000,440.0000,115.0000
441.0000,66.0000,511.0000,66.0000,511.0000,115.0000,441.0000,115.0000
443.0000,66.0000,513.0000,66.0000,513.0000,115.0000,443.0000,115.0000
444.0000,66.0000,514.0000,66.0000,514.0000,115.0000,444.0000,115.0000
446.0000,66.0000,516.0000,66.0000,516.0000,114.0000,446.0000,114.0000
447.0000,66.0000,517.0000,66.0000,517.0000,115.0000,447.0000,115.0000
450.0000,66.0000,518.0000,66.0000,518.0000,113.0000,450.0000,113.0000
452.0000,66.0000,519.0000,66.0000,519.0000,113.0000,452.0000,113.0000
454.0000,66.0000,521.0000,66.0000,521.0000,113.0000,454.0000,113.0000
456.0000,67.0000,522.0000,67.0000,522.0000,112.0000,456.0000,112.0000
458.0000,66.0000,523.0000,66.0000,523.0000,112.0000,458.0000,112.0000
459.0000,66.0000,525.0000,66.0000,525.0000,112.0000,459.0000,112.0000
461.0000,66.0000,527.0000,66.0000,527.0000,112.0000,461.0000,112.0000
463.0000,66.0000,529.0000,66.0000,529.0000,112.0000,463.0000,112.0000
464.0000,66.0000,529.0000,66.0000,529.0000,111.0000,464.0000,111.0000
466.0000,66.0000,529.0000,66.0000,529.0000,111.0000,466.0000,111.0000
467.0000,66.0000,532.0000,66.0000,532.0000,111.0000,467.0000,111.0000
468.0000,66.0000,533.0000,66.0000,533.0000,111.0000,468.0000,111.0000
469.0000,66.0000,533.0000,66.0000,533.0000,111.0000,469.0000,111.0000
470.0000,65.0000,535.0000,65.0000,535.0000,111.0000,470.0000,111.0000
473.0000,66.0000,535.0000,66.0000,535.0000,110.0000,473.0000,110.0000
473.0000,65.0000,537.0000,65.0000,537.0000,110.0000,473.0000,110.0000
475.0000,66.0000,537.0000,66.0000,537.0000,109.0000,475.0000,109.0000
476.0000,65.0000,539.0000,65.0000,539.0000,109.0000,476.0000,109.0000
477.0000,65.0000,539.0000,65.0000,539.0000,108.0000,477.0000,108.0000
478.0000,65.0000,540.0000,65.0000,540.0000,108.0000,478.0000,108.0000
479.0000,65.0000,541.0000,65.0000,541.0000,108.0000,479.0000,108.0000
479.0000,65.0000,542.0000,65.0000,542.0000,108.0000,479.0000,108.0000
482.0000,65.0000,543.0000,65.0000,543.0000,108.0000,482.0000,108.0000
481.0000,64.0000,544.0000,64.0000,544.0000,108.0000,481.0000,108.0000
482.0000,64.0000,544.0000,64.0000,544.0000,107.0000,482.0000,107.0000
484.0000,64.0000,545.0000,64.0000,545.0000,107.0000,484.0000,107.0000
484.0000,64.0000,547.0000,64.0000,547.0000,107.0000,484.0000,107.0000
484.0000,63.0000,548.0000,63.0000,548.0000,108.0000,484.0000,108.0000
485.0000,63.0000,548.0000,63.0000,548.0000,107.0000,485.0000,107.0000
487.0000,63.0000,548.0000,63.0000,548.0000,106.0000,487.0000,106.0000
487.0000,63.0000,548.0000,63.0000,548.0000,106.0000,487.0000,106.0000
489.0000,63.0000,550.0000,63.0000,550.0000,106.0000,489.0000,106.0000
490.0000,64.0000,549.0000,64.0000,549.0000,105.0000,490.0000,105.0000
491.0000,63.0000,551.0000,63.0000,551.0000,105.0000,491.0000,105.0000
490.0000,62.0000,552.0000,62.0000,552.0000,106.0000,490.0000,106.0000
491.0000,62.0000,554.0000,62.0000,554.0000,106.0000,491.0000,106.0000
492.0000,62.0000,554.0000,62.0000,554.0000,105.0000,492.0000,105.0000
495.0000,63.0000,555.0000,63.0000,555.0000,105.0000,495.0000,105.0000
495.0000,63.0000,556.0000,63.0000,556.0000,105.0000,495.0000,105.0000
496.0000,62.0000,557.0000,62.0000,557.0000,105.0000,496.0000,105.0000
497.0000,62.0000,557.0000,62.0000,557.0000,105.0000,497.0000,105.0000
498.0000,62.0000,559.0000,62.0000,559.0000,104.0000,498.0000,104.0000
499.0000,62.0000,559.0000,62.0000,559.0000,104.0000,499.0000,104.0000
499.0000,62.0000,560.0000,62.0000,560.0000,104.0000,499.0000,104.0000
499.0000,61.0000,562.0000,61.0000,562.0000,105.0000,499.0000,105.0000
501.0000,62.0000,562.0000,62.0000,562.0000,104.0000,501.0000,104.0000
503.0000,61.0000,563.0000,61.0000,563.0000,103.0000,503.0000,103.0000
503.0000,61.0000,563.0000,61.0000,563.0000,103.0000,503.0000,103.0000
503.0000,61.0000,564.0000,61.0000,564.0000,103.0000,503.0000,103.0000
505.0000,61.0000,566.0000,61.0000,566.0000,103.0000,505.0000,103.0000
506.0000,61.0000,566.0000,61.0000,566.0000,102.0000,506.0000,102.0000
508.0000,61.0000,567.0000,61.0000,567.0000,102.0000,508.0000,102.0000
508.0000,60.0000,567.0000,60.0000,567.0000,102.0000,508.0000,102.0000
509.0000,60.0000,568.0000,60.0000,568.0000,102.0000,509.0000,102.0000
509.0000,60.0000,570.0000,60.0000,570.0000,102.0000,509.0000,102.0000
510.0000,60.0000,570.0000,60.0000,570.0000,102.0000,510.0000,102.0000
511.0000,60.0000,571.0000,60.0000,571.0000,102.0000,511.0000,102.0000
512.0000,60.0000,571.0000,60.0000,571.0000,101.0000,512.0000,101.0000
513.0000,59.0000,572.0000,59.0000,572.0000,101.0000,513.0000,101.0000
514.0000,60.0000,573.0000,60.0000,573.0000,101.0000,514.0000,101.0000
515.0000,59.0000,574.0000,59.0000,574.0000,101.0000,515.0000,101.0000
515.0000,59.0000,574.0000,59.0000,574.0000,101.0000,515.0000,101.0000
516.0000,59.0000,574.0000,59.0000,574.0000,100.0000,516.0000,100.0000
516.0000,59.0000,575.0000,59.0000,575.0000,100.0000,516.0000,100.0000
518.0000,59.0000,576.0000,59.0000,576.0000,100.0000,518.0000,100.0000
519.0000,59.0000,576.0000,59.0000,576.0000,99.0000,519.0000,99.0000
520.0000,59.0000,577.0000,59.0000,577.0000,99.0000,520.0000,99.0000
520.0000,59.0000,578.0000,59.0000,578.0000,99.0000,520.0000,99.0000
521.0000,58.0000,579.0000,58.0000,579.0000,99.0000,521.0000,99.0000
522.0000,59.0000,580.0000,59.0000,580.0000,99.0000,522.0000,99.0000
523.0000,58.0000,581.0000,58.0000,581.0000,99.0000,523.0000,99.0000
524.0000,58.0000,582.0000,58.0000,582.0000,98.0000,524.0000,98.0000
526.0000,58.0000,583.0000,58.0000,583.0000,98.0000,526.0000,98.0000
526.0000,58.0000,584.0000,58.0000,584.0000,98.0000,526.0000,98.0000
527.0000,58.0000,585.0000,58.0000,585.0000,98.0000,527.0000,98.0000
528.0000,58.0000,585.0000,58.0000,585.0000,98.0000,528.0000,98.0000
