29,157,34,80
29,156,34,81
30,154,35,82
30,153,35,82
31,152,35,82
32,151,36,84
49,169,35,82
30,157,34,79
42,145,35,82
43,142,36,84
44,141,37,87
42,141,38,89
43,139,39,92
43,140,39,91
44,140,38,90
43,138,39,93
49,120,38,90
50,119,37,87
50,116,36,85
51,115,36,84
51,116,35,82
53,114,35,82
54,112,34,81
54,111,35,82
55,110,36,85
55,108,37,87
57,106,37,87
58,105,37,87
59,101,36,86
60,98,35,83
61,98,35,82
61,97,34,79
62,95,35,82
63,94,35,82
63,92,34,79
63,90,34,81
62,88,34,81
62,84,35,82
63,84,34,81
63,82,33,78
64,80,33,78
63,79,33,78
64,78,32,75
64,77,33,77
65,75,33,78
67,72,33,78
67,71,33,78
67,69,33,78
68,67,32,76
68,65,33,77
68,64,32,76
68,63,32,76
67,62,33,78
66,60,33,78
66,59,34,79
65,58,34,79
64,56,33,77
62,54,32,75
62,54,31,74
60,53,31,73
60,52,30,72
59,51,30,72
58,51,30,70
58,50,30,70
56,48,30,70
55,47,30,70
54,45,30,71
53,44,30,70
51,43,30,71
50,42,30,72
49,41,30,71
48,40,30,71
46,39,31,73
46,39,30,72
44,38,30,71
42,37,30,70
41,36,30,71
39,35,30,71
39,34,30,71
38,32,30,72
38,32,30,72
38,32,30,70
38,31,30,70
39,30,30,70
39,30,29,68
39,29,28,67
40,29,28,66
41,28,28,66
42,28,28,65
44,27,27,63
45,27,27,64
45,26,28,66
46,25,28,67
46,25,28,66
46,25,28,66
48,25,28,65
49,25,27,63
50,23,26,61
52,24,27,62
53,24,27,64
53,24,27,64
53,23,28,66
54,24,27,64
54,24,28,66
54,24,28,67
55,25,29,68
55,25,29,68
56,26,28,67
56,26,29,68
56,26,30,70
57,26,30,70
57,27,30,71
57,27,30,70
58,28,30,70
59,28,29,69
59,29,29,69
60,30,30,70
60,30,30,72
61,31,30,71
62,30,31,72
64,32,30,70
65,32,30,71
66,32,30,71
66,32,31,72
68,33,30,72
69,34,30,71
69,33,31,73
71,34,30,72
71,35,30,72
71,35,31,73
72,35,31,73
73,37,30,72
74,38,30,72
75,39,30,72
75,39,31,74
77,40,30,72
77,40,31,74
78,40,31,74
79,41,30,72
80,41,30,72
81,42,30,72
83,43,30,71
84,43,30,71
85,44,30,71
88,45,30,70
89,45,30,71
91,45,30,70
94,45,30,70
96,45,30,70
97,45,30,71
99,45,30,70
101,45,30,72
102,45,30,72
105,45,30,72
107,46,30,72
110,47,30,70
110,47,30,70
113,48,30,70
116,48,29,69
119,48,29,69
120,48,29,68
123,49,29,68
125,49,29,68
128,49,29,69
129,49,30,70
131,49,30,70
133,50,29,69
136,50,30,70
139,51,29,68
140,50,30,70
143,49,30,72
145,49,30,71
148,49,30,71
149,49,30,71
150,50,30,72
152,50,30,72
153,50,30,72
154,51,30,72
156,52,30,70
158,54,29,68
159,54,28,66
161,55,29,68
162,56,30,70
163,56,30,72
165,56,30,72
166,56,31,72
167,56,32,75
168,57,32,75
170,57,32,75
171,59,31,73
173,60,30,72
175,61,30,72
176,62,30,72
180,62,31,74
181,62,31,73
184,64,30,72
185,64,30,72
187,64,31,74
190,66,30,72
190,67,30,72
192,68,30,72
194,70,30,72
196,72,30,72
198,72,30,72
199,73,30,72
202,75,30,72
203,75,31,74
203,75,32,76
206,76,32,76
208,78,32,75
210,79,32,75
211,80,32,75
214,82,32,75
218,83,33,77
220,83,32,75
221,83,32,75
224,83,32,75
226,84,33,78
228,84,33,77
230,85,33,78
233,86,33,77
234,87,33,78
236,88,32,75
239,90,32,75
241,91,32,75
243,92,31,73
245,93,31,72
247,94,32,75
250,95,33,77
250,95,33,78
252,96,33,78
255,97,33,78
258,99,33,78
259,100,32,76
262,101,32,75
266,102,32,76
269,103,33,78
270,103,33,78
272,103,34,79
276,105,33,78
