1
340.0000,264.0000,401.0000,264.0000,401.0000,385.0000,340.0000,385.0000
344.0000,264.0000,404.0000,264.0000,404.0000,382.0000,344.0000,382.0000
351.0000,261.0000,410.0000,261.0000,410.0000,379.0000,351.0000,379.0000
355.0000,260.0000,415.0000,260.0000,415.0000,377.0000,355.0000,377.0000
361.0000,258.0000,421.0000,258.0000,421.0000,373.0000,361.0000,373.0000
365.0000,257.0000,423.0000,257.0000,423.0000,370.0000,365.0000,370.0000
368.0000,276.0000,425.0000,276.0000,425.0000,371.0000,368.0000,371.0000
375.0000,254.0000,431.0000,254.0000,431.0000,363.0000,375.0000,363.0000
377.0000,252.0000,433.0000,252.0000,433.0000,362.0000,377.0000,362.0000
384.0000,249.0000,438.0000,249.0000,438.0000,360.0000,384.0000,360.0000
387.0000,249.0000,441.0000,249.0000,441.0000,357.0000,387.0000,357.0000
388.0000,246.0000,443.0000,246.0000,443.0000,355.0000,388.0000,355.0000
395.0000,246.0000,446.0000,246.0000,446.0000,352.0000,395.0000,352.0000
397.0000,243.0000,449.0000,243.0000,449.0000,350.0000,397.0000,350.0000
402.0000,242.0000,454.0000,242.0000,454.0000,348.0000,402.0000,348.0000
405.0000,240.0000,456.0000,240.0000,456.0000,345.0000,405.0000,345.0000
407.0000,238.0000,456.0000,238.0000,456.0000,344.0000,407.0000,344.0000
412.0000,236.0000,460.0000,236.0000,460.0000,340.0000,412.0000,340.0000
414.0000,235.0000,461.0000,235.0000,461.0000,339.0000,414.0000,339.0000
417.0000,235.0000,462.0000,235.0000,462.0000,336.0000,417.0000,336.0000
420.0000,231.0000,466.0000,231.0000,466.0000,332.0000,420.0000,332.0000
422.0000,231.0000,468.0000,231.0000,468.0000,331.0000,422.0000,331.0000
425.0000,227.0000,469.0000,227.0000,469.0000,329.0000,425.0000,329.0000
426.0000,227.0000,471.0000,227.0000,471.0000,326.0000,426.0000,326.0000
430.0000,225.0000,474.0000,225.0000,474.0000,322.0000,430.0000,322.0000
432.0000,223.0000,475.0000,223.0000,475.0000,322.0000,432.0000,322.0000
434.0000,223.0000,476.0000,223.0000,476.0000,322.0000,434.0000,322.0000
437.0000,221.0000,477.0000,221.0000,477.0000,317.0000,437.0000,317.0000
439.0000,221.0000,479.0000,221.0000,479.0000,314.0000,439.0000,314.0000
441.0000,215.0000,483.0000,215.0000,483.0000,315.0000,441.0000,315.0000
441.0000,215.0000,484.0000,215.0000,484.0000,314.0000,441.0000,314.0000
442.0000,215.0000,486.0000,215.0000,486.0000,311.0000,442.0000,311.0000
444.0000,213.0000,488.0000,213.0000,488.0000,309.0000,444.0000,309.0000
448.0000,212.0000,490.0000,212.0000,490.0000,305.0000,448.0000,305.0000
450.0000,211.0000,492.0000,211.0000,492.0000,301.0000,450.0000,301.0000
453.0000,210.0000,495.0000,210.0000,495.0000,300.0000,453.0000,300.0000
454.0000,208.0000,495.0000,208.0000,495.0000,299.0000,454.0000,299.0000
457.0000,207.0000,496.0000,207.0000,496.0000,295.0000,457.0000,295.0000
459.0000,207.0000,499.0000,207.0000,499.0000,290.0000,459.0000,290.0000
461.0000,204.0000,502.0000,204.0000,502.0000,290.0000,461.0000,290.0000
462.0000,203.0000,502.0000,203.0000,502.0000,287.0000,462.0000,287.0000
463.0000,202.0000,505.0000,202.0000,505.0000,293.0000,463.0000,293.0000
467.0000,200.0000,507.0000,200.0000,507.0000,287.0000,467.0000,287.0000
468.0000,196.0000,513.0000,196.0000,513.0000,284.0000,468.0000,284.0000
472.0000,198.0000,511.0000,198.0000,511.0000,283.0000,472.0000,283.0000
473.0000,196.0000,513.0000,196.0000,513.0000,282.0000,473.0000,282.0000
473.0000,194.0000,514.0000,194.0000,514.0000,284.0000,473.0000,284.0000
476.0000,192.0000,518.0000,192.0000,518.0000,281.0000,476.0000,281.0000
478.0000,191.0000,519.0000,191.0000,519.0000,281.0000,478.0000,281.0000
479.0000,189.0000,521.0000,189.0000,521.0000,283.0000,479.0000,283.0000
481.0000,187.0000,522.0000,187.0000,522.0000,278.0000,481.0000,278.0000
486.0000,186.0000,527.0000,186.0000,527.0000,276.0000,486.0000,276.0000
489.0000,186.0000,528.0000,186.0000,528.0000,273.0000,489.0000,273.0000
