417,306,179,112
408,301,177,111
402,298,177,111
391,292,174,109
389,291,170,107
382,287,165,103
376,284,164,102
372,281,162,101
367,278,157,98
363,276,153,96
360,274,150,94
354,270,147,92
352,269,142,89
345,265,138,86
343,264,135,85
338,261,137,86
334,259,134,84
331,256,133,83
325,253,129,81
323,251,129,81
319,249,126,79
315,246,126,79
311,243,128,80
306,240,126,79
305,239,123,77
301,236,121,76
297,234,120,75
294,232,120,75
289,229,119,74
288,229,116,72
284,226,112,70
282,225,111,69
277,222,112,70
275,221,111,69
272,219,110,69
269,217,110,69
268,217,107,67
264,214,106,66
262,213,105,65
258,210,106,66
256,209,104,65
253,208,104,65
251,207,101,63
249,205,102,64
246,203,101,63
243,202,100,62
243,201,97,60
240,199,97,60
238,198,96,60
238,198,94,59
236,195,91,57
234,194,91,57
232,192,91,57
229,190,93,58
229,190,90,56
226,188,90,56
225,187,90,56
224,185,88,55
221,183,91,57
222,183,88,55
222,182,87,54
222,182,85,53
222,180,83,52
222,180,82,52
221,179,82,51
222,178,80,50
220,176,82,51
221,175,80,50
221,174,80,50
222,174,78,49
222,173,78,49
222,172,78,49
222,170,78,49
222,169,78,49
222,168,78,49
224,168,76,48
223,166,78,49
224,165,77,48
226,165,75,47
227,164,73,46
228,163,73,46
229,162,73,46
230,161,73,46
232,160,71,44
231,159,73,46
234,158,71,44
235,158,70,44
238,158,68,43
238,156,70,44
239,155,70,44
241,155,68,43
242,154,68,43
244,153,67,42
245,152,68,43
247,151,68,42
248,150,68,43
250,150,67,42
252,149,66,41
255,149,64,40
257,148,64,40
258,147,64,40
260,147,64,40
262,146,63,39
264,145,64,40
266,145,62,39
267,144,64,40
270,143,62,39
271,143,62,39
273,141,64,40
275,141,62,39
276,140,62,39
279,139,62,39
281,139,62,39
283,139,61,38
285,137,62,39
287,138,61,38
290,138,59,37
292,137,58,36
295,137,56,35
298,136,56,35
299,136,57,36
301,135,57,36
303,134,56,35
305,134,55,34
309,134,55,34
311,134,53,33
312,133,54,34
314,132,55,34
315,132,55,34
318,131,55,34
319,130,55,35
323,130,54,34
325,129,53,33
327,129,52,32
330,128,52,32
332,128,52,32
334,127,52,32
337,126,51,32
339,126,51,32
342,125,50,31
343,125,51,32
347,124,51,32
349,124,50,31
350,123,52,32
353,123,52,33
355,122,51,32
359,123,49,31
361,122,49,31
364,122,48,30
367,121,48,30
369,121,47,30
371,120,47,30
374,120,48,30
375,119,47,30
378,120,46,29
381,119,46,29
382,118,46,29
386,118,46,29
388,118,45,28
389,118,46,29
392,117,45,28
395,117,44,27
397,117,44,27
399,116,43,27
401,116,44,27
404,115,44,27
405,115,44,27
408,114,43,27
410,114,44,27
411,114,44,27
414,113,42,26
415,112,43,27
417,111,44,27
419,111,44,27
421,110,42,26
424,111,42,26
426,111,41,25
426,110,42,26
428,110,41,26
429,109,42,26
