385,273,22,59
385,273,22,59
385,273,22,60
385,273,22,59
386,273,22,59
386,274,22,59
387,274,22,60
388,275,22,59
389,274,22,60
389,274,23,61
389,274,23,61
390,274,23,61
390,274,22,60
390,274,22,60
391,274,22,60
391,274,22,60
391,273,23,62
391,273,23,62
392,274,22,60
392,274,22,59
392,274,22,60
392,274,23,61
392,275,22,60
392,275,22,58
391,274,22,60
391,274,22,60
391,274,22,60
392,274,22,60
391,274,22,60
391,274,23,61
391,274,22,60
391,274,23,61
391,275,22,60
391,275,22,60
392,276,22,59
392,276,22,60
392,276,22,60
392,277,22,60
392,277,22,59
392,277,22,60
393,276,23,61
393,276,23,61
393,276,23,61
393,276,23,61
393,276,23,61
393,276,23,61
393,276,23,61
393,276,23,61
393,277,22,60
393,277,22,59
393,277,22,60
393,277,22,60
393,277,22,60
393,277,22,60
393,277,22,60
393,277,22,60
393,277,22,60
393,277,22,60
393,278,22,60
394,278,22,59
394,278,22,60
395,279,22,60
395,279,22,60
396,279,22,59
396,279,22,60
397,279,22,60
398,279,22,58
398,278,22,59
398,277,23,61
398,277,23,61
399,278,22,60
399,278,22,60
399,279,22,60
399,279,22,60
400,279,22,59
400,280,22,59
401,281,22,58
400,280,22,59
401,280,22,58
401,280,22,58
401,280,22,58
401,279,22,60
401,279,23,61
402,280,22,60
402,280,22,60
402,280,22,59
402,280,22,59
403,280,22,60
403,279,22,60
403,279,23,61
403,279,23,61
403,279,23,61
403,279,23,61
403,279,23,61
403,280,22,60
403,280,23,61
402,279,23,62
402,281,22,60
401,280,23,62
400,280,23,62
400,280,23,62
400,279,23,62
399,279,23,63
399,279,23,62
399,279,23,63
399,279,24,63
399,280,23,62
399,280,23,63
398,280,23,63
398,281,23,62
398,281,22,60
397,280,23,62
397,280,23,63
397,281,23,61
396,281,23,62
396,281,23,61
396,282,22,60
395,281,23,61
395,281,23,61
394,280,23,62
395,281,23,61
394,281,23,62
395,281,23,61
394,281,23,62
395,282,23,61
395,281,23,62
395,281,23,63
395,281,24,63
396,281,23,62
396,281,23,63
397,281,23,62
