285,363,32,36
286,361,33,37
289,361,32,36
291,359,32,36
293,358,32,36
295,356,32,36
296,352,32,36
298,351,31,35
301,348,30,34
301,347,31,35
302,346,31,35
303,345,32,36
305,344,32,36
307,343,32,36
308,341,31,35
310,341,31,35
312,339,31,35
314,337,31,35
316,334,30,34
319,333,30,34
320,331,31,35
323,330,31,35
324,328,32,36
326,329,31,35
327,327,31,35
329,327,31,35
331,325,31,35
332,324,31,35
333,322,31,35
335,319,31,35
337,317,31,35
338,315,31,35
339,313,32,36
341,313,31,35
342,313,30,34
344,311,29,33
345,311,30,34
347,310,30,34
348,309,30,34
350,308,30,34
352,305,31,35
355,303,31,35
356,302,31,35
357,300,31,35
360,300,30,34
361,299,30,34
365,300,30,34
367,298,30,34
367,297,30,34
369,295,30,34
370,292,30,34
371,290,30,34
373,288,29,33
374,286,30,33
375,285,30,34
376,284,30,34
378,284,30,33
379,284,29,33
380,284,29,33
381,283,30,34
382,282,29,33
383,280,30,34
385,278,30,34
387,277,30,34
389,276,29,33
390,274,30,34
391,274,30,34
393,273,30,34
395,272,29,33
396,271,30,33
398,271,29,33
400,270,28,32
401,268,28,32
402,266,29,33
403,264,30,34
405,262,29,33
405,260,30,33
408,260,29,33
409,260,28,32
411,260,28,32
412,261,28,31
413,260,28,32
415,259,28,32
416,257,28,32
418,256,28,32
420,253,28,31
422,252,28,31
423,251,27,30
425,250,28,31
427,249,28,31
429,250,27,31
431,249,28,31
431,249,28,31
433,248,28,32
434,246,28,32
436,244,28,31
437,242,27,31
439,240,27,30
440,239,26,30
442,238,26,30
443,238,26,30
444,238,26,30
445,238,27,30
446,237,27,31
447,237,27,31
448,236,27,31
450,234,28,31
452,232,28,32
453,231,27,31
455,230,27,30
456,228,26,30
458,228,26,30
459,228,27,30
460,226,27,31
461,226,28,32
462,226,28,31
464,224,28,31
465,223,28,31
466,221,28,31
468,219,28,31
468,217,27,31
469,216,27,31
470,216,27,31
471,216,26,30
472,217,26,29
473,216,26,29
474,216,26,30
475,216,25,29
476,214,26,30
478,212,27,30
480,211,26,30
481,209,26,30
482,209,26,30
483,209,26,30
484,208,25,29
487,208,26,30
486,207,25,29
488,207,26,30
489,206,25,29
491,204,26,30
493,203,25,29
495,201,25,29
495,200,25,29
496,198,26,29
497,198,26,29
498,198,25,29
499,198,25,29
500,198,25,28
501,198,25,29
502,197,25,29
503,196,25,29
504,195,25,29
505,194,26,30
507,192,25,29
508,191,25,28
508,191,24,28
510,191,25,28
510,190,25,29
512,190,25,28
513,190,25,29
515,189,25,28
516,187,25,28
516,185,25,28
502,179,25,28
475,182,24,27
461,182,23,26
442,184,24,27
420,183,24,28
398,182,24,27
386,184,24,27
390,183,24,28
390,183,24,27
391,181,24,28
391,179,24,27
392,179,24,27
393,178,24,28
394,177,25,28
394,177,24,28
395,177,24,28
394,176,25,28
395,177,25,28
397,176,24,28
398,175,24,28
399,174,25,28
400,172,25,29
401,169,25,28
402,169,24,27
402,169,24,28
403,168,24,28
404,168,24,27
404,168,24,27
404,168,24,27
405,168,23,26
406,168,24,27
407,167,24,28
407,166,24,27
408,165,24,27
410,164,23,26
411,162,23,26
411,162,23,26
411,161,24,27
413,161,24,28
413,161,24,27
414,161,24,28
415,161,24,27
416,160,24,27
418,158,24,27
418,156,23,26
419,155,23,26
420,154,24,27
420,154,23,26
421,154,23,26
421,154,24,27
422,154,23,26
422,154,24,26
423,153,24,27
423,153,23,26
423,152,24,26
424,151,23,26
425,150,23,25
426,149,23,26
427,149,22,25
427,148,23,26
427,147,24,26
428,147,24,27
428,147,23,26
430,147,24,27
431,147,24,27
431,145,23,26
433,144,23,26
434,143,23,26
434,142,23,26
435,140,23,26
435,140,24,27
436,140,23,26
437,140,23,26
438,141,22,25
438,142,22,25
438,140,22,25
439,140,22,25
439,138,23,26
440,137,23,25
442,137,22,25
442,136,22,25
442,135,23,26
443,135,22,25
444,135,23,25
444,134,23,26
445,135,23,26
446,134,22,25
447,134,22,25
449,133,22,25
450,131,23,26
451,130,22,25
451,130,22,25
452,129,22,25
453,129,22,25
454,128,22,25
454,128,22,24
455,129,21,24
456,129,21,24
456,128,22,24
457,128,21,24
459,126,22,25
460,125,22,25
460,124,22,25
461,123,22,25
462,123,22,25
461,123,23,26
463,123,22,25
464,123,22,25
464,122,22,24
467,122,22,25
467,121,22,24
469,121,21,24
469,136,21,23
472,145,21,24
474,169,21,24
475,180,22,24
475,180,22,24
