1
315.0000,112.0000,334.0000,112.0000,334.0000,158.0000,315.0000,158.0000
317.0000,113.0000,336.0000,113.0000,336.0000,159.0000,317.0000,159.0000
318.0000,113.0000,338.0000,113.0000,338.0000,160.0000,318.0000,160.0000
320.0000,113.0000,339.0000,113.0000,339.0000,160.0000,320.0000,160.0000
321.0000,113.0000,341.0000,113.0000,341.0000,160.0000,321.0000,160.0000
323.0000,113.0000,343.0000,113.0000,343.0000,161.0000,323.0000,161.0000
326.0000,114.0000,345.0000,114.0000,345.0000,161.0000,326.0000,161.0000
327.0000,114.0000,347.0000,114.0000,347.0000,162.0000,327.0000,162.0000
333.0000,115.0000,353.0000,115.0000,353.0000,164.0000,333.0000,164.0000
333.0000,115.0000,353.0000,115.0000,353.0000,164.0000,333.0000,164.0000
334.0000,115.0000,354.0000,115.0000,354.0000,164.0000,334.0000,164.0000
334.0000,115.0000,355.0000,115.0000,355.0000,165.0000,334.0000,165.0000
337.0000,122.0000,357.0000,122.0000,357.0000,171.0000,337.0000,171.0000
337.0000,129.0000,358.0000,129.0000,358.0000,179.0000,337.0000,179.0000
337.0000,129.0000,357.0000,129.0000,357.0000,179.0000,337.0000,179.0000
337.0000,129.0000,358.0000,129.0000,358.0000,180.0000,337.0000,180.0000
337.0000,131.0000,357.0000,131.0000,357.0000,180.0000,337.0000,180.0000
337.0000,130.0000,358.0000,130.0000,358.0000,180.0000,337.0000,180.0000
339.0000,130.0000,360.0000,130.0000,360.0000,181.0000,339.0000,181.0000
338.0000,130.0000,359.0000,130.0000,359.0000,180.0000,338.0000,180.0000
340.0000,131.0000,360.0000,131.0000,360.0000,180.0000,340.0000,180.0000
340.0000,131.0000,361.0000,131.0000,361.0000,181.0000,340.0000,181.0000
341.0000,140.0000,362.0000,140.0000,362.0000,190.0000,341.0000,190.0000
342.0000,147.0000,363.0000,147.0000,363.0000,199.0000,342.0000,199.0000
342.0000,149.0000,363.0000,149.0000,363.0000,200.0000,342.0000,200.0000
342.0000,149.0000,364.0000,149.0000,364.0000,200.0000,342.0000,200.0000
343.0000,149.0000,365.0000,149.0000,365.0000,201.0000,343.0000,201.0000
345.0000,150.0000,366.0000,150.0000,366.0000,200.0000,345.0000,200.0000
346.0000,149.0000,367.0000,149.0000,367.0000,200.0000,346.0000,200.0000
347.0000,150.0000,367.0000,150.0000,367.0000,199.0000,347.0000,199.0000
347.0000,150.0000,368.0000,150.0000,368.0000,200.0000,347.0000,200.0000
348.0000,151.0000,368.0000,151.0000,368.0000,201.0000,348.0000,201.0000
348.0000,151.0000,369.0000,151.0000,369.0000,201.0000,348.0000,201.0000
349.0000,151.0000,370.0000,151.0000,370.0000,201.0000,349.0000,201.0000
349.0000,151.0000,371.0000,151.0000,371.0000,203.0000,349.0000,203.0000
351.0000,152.0000,372.0000,152.0000,372.0000,203.0000,351.0000,203.0000
351.0000,152.0000,372.0000,152.0000,372.0000,203.0000,351.0000,203.0000
352.0000,152.0000,373.0000,152.0000,373.0000,203.0000,352.0000,203.0000
353.0000,151.0000,374.0000,151.0000,374.0000,204.0000,353.0000,204.0000
